t,|deltaS|
1884,0.06816
1885,0.2502
1886,0.4176
1887,0.06428
1888,0.1021
1889,0.1081
1890,0.3782
1891,0.3141
1892,0.01346
1893,0.161
1894,0.03403
1895,0.05271
1896,0.1698
1897,0.4341
1898,0.08394
1899,0.3056
1900,0.01901
1901,0.01748
1902,0.02117
1903,0.1971
1904,0.0126
1905,0.04809
1906,0.1858
1907,0.01979
1908,0.1326
1909,0.05266
1910,0.2818
1911,0.004131
1912,0.112
1913,0.09184
1914,0.1014
1915,0.1844
1916,0.3356
1917,0.1934
1918,0.0005649
1919,0.04547
1920,0.008347
1921,0.06962
1922,0.02114
1923,0.03776
1924,0.1502
1925,0.003657
1926,0.1411
1927,0.04159
1928,0.1366
1929,0.01469
1930,0.2059
1931,0.1316
1932,0.02172
1933,0.3627
1934,0.2917
1935,0.06865
1936,0.2227
1937,0.04732
1938,0.2074
1939,0.06596
1940,0.1648
1941,0.01013
1942,0.2454
1943,0.0155
1944,0.03053
1945,0.2456
1946,0.086
1947,0.1353
1948,0.258
1949,0.2854
1950,0.0001655
1951,0.117
1952,0.2025
1953,0.3017
1954,0.01011
1955,0.0935
1956,0.08394
1957,0.3023
1958,0.3191
1959,0.06113
1960,0.09896
1961,0.2677
1962,0.04712
1963,0.06574
1964,0.1017
1965,0.4291
1966,0.2994
1967,0.02151
1968,0.1344
1969,0.005588
1970,0.1514
1971,0.05459
1972,0.3037
1973,0.1317
1974,0.3014
1975,0.2985
1976,0.2383
1977,0.08214
1978,0.2113
1979,0.07735
1980,0.2567
1981,0.204
1982,0.07994
1983,0.4499
1984,0.08715
1985,0.2694
1986,0.0609
1987,0.1281
1988,0.1219
1989,0.1778
1990,0.2076
1991,0.02927
1992,0.05547
1993,0.1587
1994,0.1586
1995,0.1579
1996,0.259
1997,0.114
1998,0.04529
1999,0.05316
2000,0.095
2001,0.126
2002,0.1376
2003,0.08086
2004,0.3227
2005,0.01572
2006,0.1419
2007,0.1261
2008,0.08815
2009,0.05877
2010,0.089
2011,0.1828
2012,0.08779
2013,0.1024
2014,0.1898
2015,0.1481
2016,0.02875
2017,0.4857
2018,0.08592
2019,0.2402
2020,0.07776
2021,0.03819
2022,0.02605
2023,0.1332
2024,0.06284
2025,0.2717
2026,0.09884
2027,0.2109
2028,0.1864
2029,0.2404
2030,0.07627
2031,0.3309
2032,0.09403
2033,0.01855
2034,0.1399
2035,0.2371
2036,0.1671
2037,0.377
2038,0.0342
2039,0.03157
2040,0.2546
2041,0.04755
2042,0.2755
2043,0.05619
2044,0.1477
2045,0.2106
2046,0.1981
2047,0.1404
2048,0.1698
2049,0.0315
2050,0.002134
2051,0.05993
2052,0.08949
2053,0.1947
2054,0.1016
2055,0.2649
2056,0.2029
2057,0.01601
2058,0.1113
2059,0.1073
2060,0.1419
2061,0.2303
2062,0.3288
2063,0.3569
2064,0.2932
2065,0.1381
2066,0.159
2067,0.4503
2068,0.0688
2069,0.04922
2070,0.1045
2071,0.05284
2072,0.2666
2073,0.07859
2074,0.02815
2075,0.1248
2076,0.1462
2077,0.05326
2078,0.12
2079,0.3377
2080,0.07365
2081,0.04421
2082,0.06611
2083,0.1474
2084,0.0499
2085,0.3644
2086,0.2699
2087,0.168
2088,0.02118
2089,0.2824
2090,0.03436
2091,0.09613
2092,0.2311
2093,0.0959
2094,0.03138
2095,0.1787
2096,0.2337
2097,0.0292
2098,0.2183
2099,0.1077
2100,0.07871
2101,0.03001
2102,0.0807
2103,0.1248
2104,0.298
2105,0.2091
2106,0.1718
2107,0.4716
2108,0.159
2109,0.379
2110,0.1098
2111,0.1072
2112,0.2225
2113,0.2832
2114,0.03054
2115,0.03465
2116,0.1265
2117,0.01017
2118,0.0008009
2119,0.1929
2120,0.04142
2121,0.1893
2122,0.0564
2123,0.1896
2124,0.07505
2125,0.08905
2126,0.1499
2127,0.03622
2128,0.01226
2129,0.1063
2130,0.1642
2131,0.007601
2132,0.1041
2133,0.0397
2134,0.03808
2135,0.1966
2136,0.1726
2137,0.06898
2138,0.1352
2139,0.1128
2140,0.04384
2141,0.1192
2142,0.1806
2143,0.3551
2144,0.243
2145,0.1193
2146,0.01724
2147,0.3043
2148,0.06739
2149,0.1015
2150,0.1034
2151,0.01528
2152,0.1767
2153,0.3591
2154,0.148
2155,0.06667
2156,0.1632
2157,0.09496
2158,0.2196
2159,0.2839
2160,0.205
2161,0.05884
2162,0.02533
2163,0.2709
2164,0.269
2165,0.2047
2166,0.241
2167,0.3243
2168,0.1782
2169,0.1595
2170,0.04216
2171,0.3416
2172,0.1302
2173,0.02431
2174,0.1453
2175,0.2372
2176,0.1365
2177,0.06622
2178,0.1574
2179,0.1321
2180,0.03421
2181,0.2402
2182,0.1061
2183,0.05784
2184,0.1328
2185,0.06933
2186,0.02105
2187,0.0229
2188,0.3224
2189,0.0737
2190,0.01414
2191,0.2025
2192,0.3338
2193,0.00219
2194,0.2705
2195,0.09904
2196,0.06544
2197,0.0928
2198,0.03276
2199,0.001329
2200,0.2259
2201,0.2644
2202,0.05303
2203,0.08139
2204,0.01538
2205,0.0486
2206,0.003775
2207,0.1419
2208,0.3802
2209,0.08497
2210,0.07312
2211,0.01684
2212,0.169
2213,0.00301
2214,0.158
2215,0.09314
2216,0.1537
2217,0.4702
2218,0.09152
2219,0.01468
2220,0.1098
2221,0.1064
2222,0.0005395
2223,0.002713
2224,0.2114
2225,0.1376
2226,0.07857
2227,0.06332
2228,0.2146
2229,0.1804
2230,0.1663
2231,0.1316
2232,0.0592
2233,0.08426
2234,0.1963
2235,0.3497
2236,0.02687
2237,0.008225
2238,0.4214
2239,0.01799
2240,0.2914
2241,0.3795
2242,0.2154
2243,0.2832
2244,0.2935
2245,0.07619
2246,0.163
2247,0.04225
2248,0.1241
2249,0.2036
2250,0.2487
2251,0.07042
2252,0.2693
2253,0.05604
2254,0.1298
2255,0.2073
2256,0.2232
2257,0.2295
2258,0.2294
2259,0.0872
2260,0.0007904
2261,0.2141
2262,0.4164
2263,0.04847
2264,0.03532
2265,0.02036
2266,0.1611
2267,0.04966
2268,0.2722
2269,0.1189
2270,0.3794
2271,0.02126
2272,0.03659
2273,0.1993
2274,0.01493
2275,0.03068
2276,0.1902
2277,0.1509
2278,0.1021
2279,0.03905
2280,0.3227
2281,0.04436
2282,0.2106
2283,0.3147
2284,0.08669
2285,0.02106
2286,0.1211
2287,0.2926
2288,0.06382
2289,0.2075
2290,0.137
2291,0.1076
2292,0.2942
2293,0.2111
2294,0.1102
2295,0.1504
2296,0.2372
2297,0.2045
2298,0.0636
2299,0.02429
2300,0.24
2301,0.1087
2302,0.04074
2303,0.04835
2304,0.1506
2305,0.1514
2306,0.2708
2307,0.4835
2308,0.2108
2309,0.08922
2310,0.3207
2311,0.08136
2312,0.1376
2313,0.1499
2314,0.06255
2315,0.1626
2316,0.009296
2317,0.0866
2318,0.08378
2319,0.2948
2320,0.2226
2321,0.02423
2322,0.004088
2323,0.4141
2324,0.1681
2325,0.05857
2326,0.01796
2327,0.1004
2328,0.09633
2329,0.0152
2330,0.3268
2331,0.1039
2332,0.1428
2333,0.1199
2334,0.3266
2335,0.04197
2336,0.05326
2337,0.2023
2338,0.155
2339,0.034
2340,0.004917
2341,0.1684
2342,0.1386
2343,0.1052
2344,0.1361
2345,0.2024
2346,0.03879
2347,0.45
2348,0.06977
2349,0.1445
2350,0.2706
2351,0.2173
2352,0.3226
2353,0.1805
2354,0.01429
2355,0.1699
2356,0.4541
2357,0.0445
2358,0.08055
2359,0.2557
2360,0.2066
2361,0.1411
2362,0.1132
2363,0.1405
2364,0.1951
2365,0.214
2366,0.09507
2367,0.03014
2368,0.1039
2369,0.07672
2370,0.1179
2371,0.06069
2372,0.04199
2373,0.3767
2374,0.2536
2375,0.06409
2376,0.1113
2377,0.08996
2378,0.01325
2379,0.289
2380,0.1306
2381,0.1051
2382,0.1042
2383,0.1598
2384,0.1898
2385,0.08625
2386,0.1007
2387,0.1682
2388,0.09886
2389,0.05003
2390,0.1754
2391,0.06539
2392,0.1802
2393,0.4068
2394,0.06676
2395,0.02467
2396,0.2335
2397,0.07699
2398,0.06038
2399,0.1567
2400,0.061
2401,0.2958
2402,0.4775
2403,0.279
2404,0.08248
2405,0.3784
2406,0.1836
2407,0.08013
2408,0.2442
2409,0.05513
2410,0.1821
2411,0.1103
2412,0.1519
2413,0.149
2414,0.07594
2415,0.151
2416,0.1409
2417,0.1575
2418,0.1124
2419,0.2361
2420,0.1428
2421,0.162
2422,0.1075
2423,0.08645
2424,0.005997
2425,0.06221
2426,0.06058
2427,0.0001366
2428,0.03701
2429,0.2166
2430,0.2866
2431,0.1451
2432,0.5183
2433,0.04113
2434,0.2546
2435,0.1825
2436,0.2106
2437,0.01052
2438,0.1629
2439,0.194
2440,0.1793
2441,0.09283
2442,0.1103
2443,0.2824
2444,0.2141
2445,0.07383
2446,0.2459
2447,0.45
2448,0.1005
2449,0.04241
2450,0.307
2451,0.01154
2452,0.06693
2453,0.1526
2454,0.146
2455,0.0831
2456,0.04353
2457,0.3516
2458,0.1581
2459,0.109
2460,0.1766
2461,0.06247
2462,0.04982
2463,0.002732
2464,0.04028
2465,0.2037
2466,0.4749
2467,0.4538
2468,0.142
2469,0.125
2470,0.1438
2471,0.05269
2472,0.426
2473,0.07104
2474,0.004026
2475,0.1945
2476,0.09231
2477,0.03755
2478,0.3884
2479,0.02838
2480,0.09624
2481,0.06437
2482,0.008133
2483,0.05434
2484,0.1674
2485,0.2617
2486,0.05747
2487,0.3372
2488,0.1354
2489,0.173
2490,0.0781
2491,0.02957
2492,0.1898
2493,0.1123
2494,0.1265
2495,0.04322
2496,0.1168
2497,0.1494
2498,0.0614
2499,0.1267
2500,0.1351
2501,0.167
2502,0.1955
2503,0.006247
2504,0.0995
2505,0.1078
2506,0.1289
2507,0.04681
2508,0.04861
2509,0.108
2510,0.06521
2511,0.08274
2512,0.5058
2513,0.01959
2514,0.131
2515,0.0361
2516,0.0008761
2517,0.2049
2518,0.1803
2519,0.05298
2520,0.1315
2521,0.0001762
2522,0.1129
2523,0.06609
2524,0.06888
2525,0.4786
2526,0.3585
2527,0.06937
2528,0.1424
2529,0.3398
2530,0.09792
2531,0.237
2532,0.102
2533,0.08949
2534,0.2883
2535,0.07874
2536,0.1407
2537,0.1288
2538,0.2952
2539,0.1949
2540,0.0769
2541,0.07766
2542,0.3418
2543,0.05976
2544,0.3599
2545,0.01412
2546,0.001122
2547,0.2396
2548,0.02264
2549,0.1666
2550,0.303
2551,0.2223
2552,0.1026
2553,0.1056
2554,0.1572
2555,0.1286
2556,0.01159
2557,0.08995
2558,0.1616
2559,0.01479
2560,0.009429
2561,0.1345
2562,0.0377
2563,0.0886
2564,0.1517
2565,0.03517
2566,0.1349
2567,0.0484
2568,0.4312
2569,0.1805
2570,0.155
2571,0.1852
2572,0.1362
2573,0.04391
2574,0.2269
2575,0.1263
2576,0.05013
2577,0.03184
2578,0.1244
2579,0.1694
2580,0.04372
2581,0.1098
2582,0.07027
2583,0.06887
2584,0.05482
2585,0.1707
2586,0.01771
2587,0.1976
2588,0.09926
2589,0.09068
2590,0.2889
2591,0.2474
2592,0.07884
2593,0.08884
2594,0.1089
2595,0.1772
2596,0.03502
2597,0.006353
2598,0.1375
2599,0.1724
2600,0.1749
2601,0.118
2602,0.08059
2603,0.02005
2604,0.1073
2605,0.07625
2606,0.4109
2607,0.1782
2608,0.1419
2609,0.1111
2610,0.06248
2611,0.3513
2612,0.2035
2613,0.2453
2614,0.1183
2615,0.1019
2616,0.1995
2617,0.1791
2618,0.01671
2619,0.2366
2620,0.0316
2621,0.02001
2622,0.1836
2623,0.1806
2624,0.3706
2625,0.01463
2626,0.3865
2627,0.08143
2628,0.02396
2629,0.1208
2630,0.1067
2631,0.05405
2632,0.07104
2633,0.08425
2634,0.1618
2635,0.05657
2636,0.05877
2637,0.03557
2638,0.0675
2639,0.1498
2640,0.03995
2641,0.128
2642,0.2618
2643,0.05961
2644,0.1035
2645,0.14
2646,0.1222
2647,0.2389
2648,0.165
2649,0.05795
2650,0.3226
2651,0.1321
2652,0.1957
2653,0.1147
2654,0.01722
2655,0.07676
2656,0.1427
2657,0.05467
2658,0.1691
2659,0.06106
2660,0.09352
2661,0.06176
2662,0.08301
2663,0.1628
2664,0.3032
2665,0.4236
2666,0.02248
2667,0.3174
2668,0.1383
2669,0.1126
2670,0.2439
2671,0.1421
2672,0.1618
2673,0.0856
2674,0.2984
2675,0.4841
2676,0.1554
2677,0.04247
2678,0.07637
2679,0.006124
2680,0.06274
2681,0.07135
2682,0.1191
2683,0.246
2684,0.01092
2685,0.2222
2686,0.1498
2687,0.07962
2688,0.2261
2689,0.09437
2690,0.0336
2691,0.09061
2692,0.0279
2693,0.1687
2694,0.0622
2695,0.09188
2696,0.07306
2697,0.09864
2698,0.1845
2699,0.1354
2700,0.06213
2701,0.02006
2702,0.1056
2703,0.07975
2704,0.1911
2705,0.1949
2706,0.1963
2707,0.06087
2708,0.02016
2709,0.14
2710,0.101
2711,0.2234
2712,0.2718
2713,0.03677
2714,0.0221
2715,0.028
2716,0.01254
2717,0.06768
2718,0.2091
2719,0.03
2720,0.06442
2721,0.2715
2722,0.1366
2723,0.08661
2724,0.04062
2725,0.07872
2726,0.0319
2727,0.06734
2728,0.03893
2729,0.2377
2730,0.2455
2731,0.2551
2732,0.1311
2733,0.1195
2734,0.3751
2735,0.0346
2736,0.2314
2737,0.1098
2738,0.01148
2739,0.3295
2740,0.1282
2741,0.03305
2742,0.008614
2743,0.2222
2744,0.1869
2745,0.03199
2746,0.06341
2747,0.1051
2748,0.147
2749,0.1222
2750,0.1554
2751,0.06007
2752,0.3161
2753,0.0438
2754,0.1673
2755,0.05981
2756,0.1073
2757,0.0627
2758,0.1695
2759,0.07962
2760,0.02759
2761,0.08988
2762,0.01142
2763,0.1756
2764,0.09459
2765,0.07019
2766,0.02942
2767,0.1064
2768,0.08635
2769,0.2427
2770,0.1218
2771,0.05667
2772,0.0492
2773,0.229
2774,0.03885
2775,0.05158
2776,0.1112
2777,0.09621
2778,0.2463
2779,0.1085
2780,0.2075
2781,0.1228
2782,0.3606
2783,0.07806
2784,0.09125
2785,0.01709
2786,0.07755
2787,0.1035
2788,0.1158
2789,0.2083
2790,0.2158
2791,0.1092
2792,0.09918
2793,0.005266
2794,0.04654
2795,0.1402
2796,0.1057
2797,0.1048
2798,0.04163
2799,0.4063
2800,0.03843
2801,0.2888
2802,0.0377
2803,0.05573
2804,0.1418
2805,0.1033
2806,0.07954
2807,0.4493
2808,0.1524
2809,0.08402
2810,0.04438
2811,0.1774
2812,0.03248
2813,0.07151
2814,0.2035
2815,0.05691
2816,0.3579
2817,0.06066
2818,0.1766
2819,0.006126
2820,0.1955
2821,0.03848
2822,0.2926
2823,0.109
2824,0.234
2825,0.06151
2826,0.1088
2827,0.3789
2828,0.03499
2829,0.3988
2830,0.0784
2831,0.1192
2832,0.01545
2833,0.111
2834,0.1658
2835,0.193
2836,0.1737
2837,0.0313
2838,0.07854
2839,0.06105
2840,0.1665
2841,0.00858
2842,0.04397
2843,0.0801
2844,0.1771
2845,0.001059
2846,0.09359
2847,0.221
2848,0.1812
2849,0.1766
2850,0.3586
2851,0.01765
2852,0.07214
2853,0.1018
2854,0.1528
2855,0.1932
2856,0.01271
2857,0.1263
2858,0.1422
2859,0.04126
2860,0.02875
2861,0.04641
2862,0.242
2863,0.08085
2864,0.1767
2865,0.4207
2866,0.1856
2867,0.04729
2868,0.07532
2869,0.07023
2870,0.1031
2871,0.1165
2872,0.1022
2873,0.0142
2874,0.03361
2875,0.0685
2876,0.01978
2877,0.2854
2878,0.03712
2879,0.04691
2880,0.2918
2881,0.1142
2882,0.0019
2883,0.2085
2884,0.3199
2885,0.3532
2886,0.09507
2887,0.04003
2888,0.01306
2889,0.04731
2890,0.4358
2891,0.1618
2892,0.03295
2893,0.3763
2894,0.1802
2895,0.04247
2896,0.06795
2897,0.08793
2898,0.07554
2899,0.1162
2900,0.06882
2901,0.08032
2902,0.0319
2903,0.1917
2904,0.02282
2905,0.1972
2906,0.009188
2907,0.3055
2908,0.3268
2909,0.08089
2910,0.03708
2911,0.2214
2912,0.09112
2913,0.1277
2914,0.1872
2915,0.01436
2916,0.06632
2917,0.3172
2918,0.1081
2919,0.1691
2920,0.1593
2921,0.08399
2922,0.5619
2923,0.2008
2924,0.04416
2925,0.1885
2926,0.1486
2927,0.01304
2928,0.04528
2929,0.08768
2930,0.0143
2931,0.1748
2932,0.2591
2933,0.003054
2934,0.08058
2935,0.04291
2936,0.1274
2937,0.2007
2938,0.2429
2939,0.2609
2940,0.02286
2941,0.2723
2942,0.2437
2943,2.061e-05
2944,0.1488
2945,0.04347
2946,0.1356
2947,0.115
2948,0.263
2949,0.1932
2950,0.09783
2951,0.1684
2952,0.2378
2953,0.1807
2954,0.01423
2955,0.1619
2956,0.1563
2957,0.2671
2958,0.1053
2959,0.1253
2960,0.1001
2961,0.109
2962,0.006263
2963,0.03549
2964,0.001691
2965,0.2829
2966,0.107
2967,0.07538
2968,0.2321
2969,0.05161
2970,0.01753
2971,0.1434
2972,0.1201
2973,0.1221
2974,0.01043
2975,0.09179
2976,0.01335
2977,0.1799
2978,0.3857
2979,0.1171
2980,0.3391
2981,0.1465
2982,0.001899
2983,0.1215
2984,0.2486
2985,0.09093
2986,0.3163
2987,0.03757
2988,0.1509
2989,0.2192
2990,0.05327
2991,0.1556
2992,0.2675
2993,0.06241
2994,0.01519
2995,0.05159
2996,0.2414
2997,0.1972
2998,0.2282
2999,0.01562
3000,0.1122
3001,0.02811
3002,0.1214
3003,0.2794
3004,0.1282
3005,0.1131
3006,0.1237
3007,0.07483
3008,0.1928
3009,0.1644
3010,0.09603
3011,0.004033
3012,0.1754
3013,0.1951
3014,0.3527
3015,0.1637
3016,0.3374
3017,0.009441
3018,0.2572
3019,0.06476
3020,0.07491
3021,0.3348
3022,0.3411
3023,0.02423
3024,0.02138
3025,0.02091
3026,0.1642
3027,0.02825
3028,0.11
3029,0.04505
3030,0.1092
3031,0.2143
3032,0.2538
3033,0.1619
3034,0.04576
3035,0.1824
3036,0.03038
3037,0.01104
3038,0.3201
3039,0.3
3040,0.127
3041,0.1696
3042,0.1865
3043,0.2009
3044,0.07979
3045,0.0781
3046,0.2407
3047,0.06849
3048,0.112
3049,0.2001
3050,0.1556
3051,0.3815
3052,0.2755
3053,0.0937
3054,0.5851
3055,0.07298
3056,0.2394
3057,0.08739
3058,0.04236
3059,0.3697
3060,0.2267
3061,0.08354
3062,0.2287
3063,0.1006
3064,0.08337
3065,0.08467
3066,0.2919
3067,0.1452
3068,0.1406
3069,0.2903
3070,0.3069
3071,0.3103
3072,0.2076
3073,0.04068
3074,0.1076
3075,0.09615
3076,0.1577
3077,0.09681
3078,0.05554
3079,0.2495
3080,0.1243
3081,0.1537
3082,0.1309
3083,0.469
3084,0.2362
3085,0.2749
3086,0.03161
3087,0.06855
3088,0.1007
3089,0.1086
3090,0.07753
3091,0.05231
3092,0.08433
3093,0.1669
3094,0.08333
3095,0.4118
3096,0.1691
3097,0.2896
3098,0.2959
3099,0.2164
3100,0.3112
3101,0.05727
3102,0.1271
3103,0.143
3104,0.05771
3105,0.2711
3106,0.09055
3107,0.2821
3108,0.07756
3109,0.02224
3110,0.185
3111,0.07623
3112,0.1479
3113,0.2255
3114,0.1056
3115,0.07691
3116,0.3278
3117,0.03792
3118,0.003768
3119,0.006786
3120,0.08437
3121,0.06299
3122,0.2071
3123,0.0009299
3124,0.1845
3125,0.1154
3126,0.07004
3127,0.0899
3128,0.1861
3129,0.09553
3130,0.1308
3131,0.03097
3132,0.2821
3133,0.4645
3134,0.207
3135,0.1433
3136,0.02993
3137,0.04456
3138,0.2368
3139,0.04698
3140,0.08472
3141,0.1703
3142,0.03764
3143,0.101
3144,0.08971
3145,0.2242
3146,0.2699
3147,0.1953
3148,0.07145
3149,0.3146
3150,0.2168
3151,0.04042
3152,0.1877
3153,0.02383
3154,0.1619
3155,0.1945
3156,0.2141
3157,0.3429
3158,0.004185
3159,0.3065
3160,0.1916
3161,0.08156
3162,0.0551
3163,0.08362
3164,0.1551
3165,0.182
3166,0.1585
3167,0.08076
3168,0.1525
3169,0.09672
3170,0.2487
3171,0.05155
3172,0.3765
3173,0.123
3174,0.1052
3175,0.001827
3176,0.06562
3177,0.2785
3178,0.107
3179,0.2165
3180,0.08184
3181,0.1608
3182,0.01131
3183,0.1377
3184,0.09004
3185,0.1526
3186,0.1563
3187,0.2122
3188,0.4557
3189,0.253
3190,0.1571
3191,0.3517
3192,0.1139
3193,0.01844
3194,0.05747
3195,0.173
3196,0.01646
3197,0.09084
3198,0.0327
3199,0.05373
3200,0.04001
3201,0.1574
3202,0.1415
3203,0.229
3204,0.3134
3205,0.1883
3206,0.05762
3207,0.1311
3208,0.05942
3209,0.1781
3210,0.0005033
3211,0.0367
3212,0.2899
3213,0.293
3214,0.04766
3215,0.003518
3216,0.1718
3217,0.2408
3218,0.166
3219,0.3639
3220,0.2272
3221,0.1711
3222,0.3331
3223,0.2283
3224,0.2644
3225,0.1286
3226,0.07634
3227,0.06829
3228,0.04662
3229,0.142
3230,0.03811
3231,0.208
3232,0.1911
3233,0.0355
3234,0.2491
3235,0.1313
3236,0.08091
3237,0.05133
3238,0.02579
3239,0.1431
3240,0.2469
3241,0.4148
3242,0.002926
3243,0.007146
3244,0.242
3245,0.08832
3246,0.02641
3247,0.1803
3248,0.1776
3249,0.2243
3250,0.1092
3251,0.02445
3252,0.07158
3253,0.2205
3254,0.06106
3255,0.1813
3256,0.09921
3257,0.03954
3258,0.1058
3259,0.3651
3260,0.04791
3261,0.1037
3262,0.165
3263,0.2329
3264,0.6053
3265,0.1277
3266,0.2036
3267,0.2342
3268,0.1522
3269,0.04431
3270,0.04099
3271,0.1683
3272,0.1102
3273,0.2595
3274,0.06408
3275,0.3283
3276,0.009344
3277,0.2665
3278,0.1644
3279,0.04269
3280,0.006595
3281,0.2165
3282,0.1048
3283,0.01061
3284,0.08092
3285,0.1215
3286,0.1849
3287,0.3614
3288,0.02644
3289,0.1931
3290,0.3498
3291,0.07395
3292,0.325
3293,0.1324
3294,0.3545
3295,0.04241
3296,0.2176
3297,0.1551
3298,0.4205
3299,0.1401
3300,0.1568
3301,0.3085
3302,0.08545
3303,0.01876
3304,0.4253
3305,0.03735
3306,0.09524
3307,0.06545
3308,0.08158
3309,0.006724
3310,0.2979
3311,0.1049
3312,0.01293
3313,0.1241
3314,0.3463
3315,0.09544
3316,0.139
3317,0.1618
3318,0.1534
3319,0.003574
3320,0.03397
3321,0.1149
3322,0.1292
3323,0.001668
3324,0.4493
3325,0.3789
3326,0.2458
3327,0.006058
3328,0.04745
3329,0.1499
3330,0.2486
3331,0.2952
3332,0.1787
3333,0.005883
3334,0.422
3335,0.1443
3336,0.1077
3337,0.01618
3338,0.05046
3339,0.06731
3340,0.1175
3341,0.07692
3342,0.2886
3343,0.2576
3344,0.0006902
3345,0.171
3346,0.1479
3347,0.2551
3348,0.3026
3349,0.117
3350,0.04893
3351,0.3395
3352,0.07004
3353,0.07059
3354,0.1689
3355,0.2793
3356,0.158
3357,0.08115
3358,0.1416
3359,0.2017
3360,0.03619
3361,0.1868
3362,0.06119
3363,0.08511
3364,0.05845
3365,0.1191
3366,0.01764
3367,0.2182
3368,0.01615
3369,0.1521
3370,0.1092
3371,0.06299
3372,0.2011
3373,0.05808
3374,0.1909
3375,0.1128
3376,0.02158
3377,0.2064
3378,0.231
3379,0.008609
3380,0.3475
3381,0.03689
3382,0.2727
3383,0.07714
3384,0.03035
3385,0.02338
3386,0.04539
3387,0.208
3388,0.03813
3389,0.1149
3390,0.07252
3391,0.1073
3392,0.1728
3393,0.126
3394,0.3397
3395,0.04417
3396,0.07056
3397,0.1833
3398,0.128
3399,0.0008585
3400,0.04717
3401,0.1843
3402,0.165
3403,0.102
3404,0.1774
3405,0.04448
3406,0.0775
3407,0.18
3408,0.126
3409,0.1689
3410,0.1649
3411,0.0449
3412,0.03625
3413,0.02503
3414,0.2489
3415,0.09715
3416,0.321
3417,0.2114
3418,0.0407
3419,0.09244
3420,0.01088
3421,0.2095
3422,0.02708
3423,0.203
3424,0.09795
3425,0.1574
3426,0.1575
3427,0.01742
3428,0.01442
3429,0.2148
3430,0.002972
3431,0.372
3432,0.3985
3433,0.1866
3434,0.1354
3435,0.3061
3436,0.08095
3437,0.2001
3438,0.08813
3439,0.01867
3440,0.0008692
3441,0.02611
3442,0.04705
3443,0.01766
3444,0.05387
3445,0.01931
3446,0.111
3447,0.04875
3448,0.17
3449,0.1371
3450,0.01775
3451,0.272
3452,0.3286
3453,0.02652
3454,0.01348
3455,0.2222
3456,0.2028
3457,0.1024
3458,0.2156
3459,0.06421
3460,0.02268
3461,0.1287
3462,0.004097
3463,0.09363
3464,0.07234
3465,0.1657
3466,0.0359
3467,0.0004505
3468,0.1062
3469,0.01768
3470,0.01837
3471,0.0597
3472,0.2197
3473,0.2377
3474,0.3423
3475,0.05569
3476,0.06324
3477,0.2997
3478,0.3435
3479,0.1943
3480,0.1149
3481,0.2195
3482,0.07243
3483,0.06901
3484,0.1126
3485,0.2012
3486,0.0412
3487,0.1649
3488,0.05196
3489,0.05235
3490,0.05373
3491,0.0927
3492,0.04635
3493,0.09113
3494,0.07585
3495,0.133
3496,0.1447
3497,0.07642
3498,0.07951
3499,0.06232
3500,0.3198
3501,0.4018
3502,0.2173
3503,0.07328
3504,0.1192
3505,0.1436
3506,0.04333
3507,0.07699
3508,0.2225
3509,0.1723
3510,0.02105
3511,0.1642
3512,0.06482
3513,0.04849
3514,0.05164
3515,0.2242
3516,0.3825
3517,0.2212
3518,0.09807
3519,0.1099
3520,0.3023
3521,0.1476
3522,0.02801
3523,0.5365
3524,0.01299
3525,0.1586
3526,0.1007
3527,0.1847
3528,0.05484
3529,0.2316
3530,0.26
3531,0.06571
3532,0.1414
3533,0.09459
3534,0.1677
3535,0.04319
3536,0.1776
3537,0.3082
3538,0.05513
3539,0.157
3540,0.1186
3541,0.04673
3542,0.04268
3543,0.1824
3544,0.01595
3545,0.01771
3546,0.02553
3547,0.2316
3548,0.1738
3549,0.09912
3550,0.1258
3551,0.08586
3552,0.188
3553,0.01747
3554,0.2015
3555,0.00664
3556,0.05921
3557,0.3204
3558,0.2039
3559,0.3987
3560,0.3312
3561,0.3147
3562,0.06212
3563,0.109
3564,0.1566
3565,0.2536
3566,0.2486
3567,0.002013
3568,0.2264
3569,0.07081
3570,0.1503
3571,0.1439
3572,0.1637
3573,0.04937
3574,0.4619
3575,0.09
3576,0.2776
3577,0.06688
3578,0.2003
3579,0.6154
3580,0.02182
3581,0.1711
3582,0.004854
3583,0.01962
3584,0.1034
3585,0.08964
3586,0.03652
3587,0.2623
3588,0.02814
3589,0.1927
3590,0.2527
3591,0.1427
3592,0.1198
3593,0.281
3594,0.1558
3595,0.03845
3596,0.1397
3597,0.1939
3598,0.156
3599,0.1179
3600,0.2658
3601,0.1531
3602,0.07285
3603,0.2031
3604,0.00236
3605,0.225
3606,0.01149
3607,0.1527
3608,0.1354
3609,0.1737
3610,0.1462
3611,0.02325
3612,0.07526
3613,0.1803
3614,0.1727
3615,0.1345
3616,0.1794
3617,0.1383
3618,0.03248
3619,0.03469
3620,0.02154
3621,0.1559
3622,0.1406
3623,0.1871
3624,0.1227
3625,0.08992
3626,0.157
3627,0.172
3628,0.04993
3629,0.3344
3630,0.2011
3631,0.05018
3632,0.1632
3633,0.1603
3634,0.1797
3635,0.1458
3636,0.1909
3637,0.08398
3638,0.1139
3639,0.1069
3640,0.05086
3641,0.1619
3642,0.001844
3643,0.193
3644,0.003264
3645,0.06798
